passenger_id,classe,sobreviveu,idade,irmaos_conjuge,pais_filhos,tarifa,sexo_female,sexo_male,embarque_24.0,embarque_C,embarque_Q,embarque_S
1067,3,1,22.0,0,0,7.75,1,0,0,0,0,1
1071,3,1,3.0,1,0,15.5,1,0,0,0,1,0
1077,3,1,3.0,0,0,7.75,1,0,0,0,1,0
1078,3,1,3.0,0,0,7.8792,1,0,0,0,1,0
1079,3,1,22.0,0,0,7.775,1,0,0,0,0,1
1080,3,1,3.0,0,0,7.75,0,1,0,0,1,0
1081,3,1,3.0,0,0,7.8292,1,0,0,0,1,0
1082,3,1,9.0,0,1,3.1708,0,1,0,0,0,1
1088,3,1,32.0,0,0,7.775,0,1,0,0,0,1
1094,3,1,31.0,0,0,8.6833,1,0,0,0,0,1
1120,3,1,25.0,1,0,7.775,0,1,0,0,0,1
1121,3,1,3.0,1,1,22.3583,0,1,0,1,0,0
1122,3,1,3.0,1,1,22.3583,1,0,0,1,0,0
1123,3,1,3.0,0,2,22.3583,1,0,0,1,0,0
1131,3,1,32.0,0,0,8.05,0,1,0,0,0,1
1149,3,1,3.0,0,0,7.7208,1,0,0,0,1,0
1159,3,1,3.0,0,0,8.05,1,0,0,0,0,1
1162,3,1,3.0,0,0,7.75,0,1,0,0,1,0
1182,3,1,21.0,0,0,7.65,1,0,0,0,0,1
1187,3,1,1.0,1,1,16.7,1,0,0,0,0,1
1188,3,1,24.0,0,2,16.7,1,0,0,0,0,1
1189,3,1,4.0,1,1,16.7,1,0,0,0,0,1
1190,3,1,25.0,0,0,9.5,0,1,0,0,0,1
1196,3,1,29.0,0,0,9.5,0,1,0,0,0,1
1198,3,1,3.0,0,0,7.7792,1,0,0,0,1,0
1205,3,1,18.0,0,0,7.4958,1,0,0,0,0,1
1216,3,1,3.0,0,0,7.7333,1,0,0,0,1,0
1223,3,1,23.0,0,0,7.55,1,0,0,0,0,1
1228,3,1,31.0,0,0,7.925,0,1,0,0,0,1
1232,3,1,16.0,0,0,8.05,0,1,0,0,0,1
1233,3,1,44.0,0,0,7.925,0,1,0,0,0,1
1236,3,1,14.0,0,0,9.225,0,1,0,0,0,1
1238,3,1,25.0,0,0,7.7958,0,1,0,0,0,1
1240,3,1,0.4167,0,1,8.5167,0,1,0,1,0,0
1244,3,1,16.0,1,1,8.5167,1,0,0,1,0,0
1247,3,1,3.0,1,0,16.1,1,0,0,0,0,1
1254,3,1,25.0,0,0,0.0,0,1,0,0,0,1
1256,3,1,7.0,1,1,15.2458,0,1,0,1,0,0
1257,3,1,9.0,1,1,15.2458,1,0,0,1,0,0
1258,3,1,29.0,0,2,15.2458,1,0,0,1,0,0
1260,3,1,18.0,0,0,9.8417,1,0,0,0,0,1
1261,3,1,63.0,0,0,9.5875,1,0,0,0,0,1
1277,3,1,22.0,0,0,7.225,0,1,0,1,0,0
1286,3,1,38.0,0,0,7.2292,1,0,0,1,0,0
1290,3,1,47.0,1,0,7.0,1,0,0,0,0,1
1300,3,1,15.0,1,0,14.4542,1,0,0,1,0,0
1170,3,0,3.0,8,2,69.55,0,1,0,0,0,1
624,3,0,2.0,4,2,31.275,1,0,0,0,0,1
496,2,0,30.0,0,0,13.0,0,1,0,0,0,1
680,3,0,3.0,0,0,7.225,0,1,0,1,0,0
948,3,0,3.0,0,0,7.75,0,1,0,0,1,0
1294,3,0,28.5,0,0,16.1,0,1,0,0,0,1
450,2,0,50.0,0,0,13.0,0,1,0,0,0,1
527,2,0,28.0,0,0,10.5,0,1,0,0,0,1
825,3,0,9.0,5,2,46.9,0,1,0,0,0,1
992,3,0,30.5,0,0,7.75,1,0,0,0,1,0
191,1,0,30.0,0,0,45.5,0,1,0,0,0,1
500,2,0,46.0,0,0,26.0,0,1,0,0,0,1
954,3,0,3.0,3,1,25.4667,0,1,0,0,0,1
1305,3,0,3.0,1,0,14.4542,1,0,0,1,0,0
1097,3,0,6.0,3,1,21.075,0,1,0,0,0,1
796,3,0,40.5,0,0,15.1,0,1,0,0,0,1
795,3,0,3.0,0,0,7.225,0,1,0,1,0,0
294,1,0,49.0,1,1,110.8833,0,1,0,1,0,0
1133,3,0,17.0,0,0,8.6625,0,1,0,0,0,1
938,3,0,18.0,1,1,7.8542,0,1,0,0,0,1
354,2,0,25.0,1,0,26.0,0,1,0,0,0,1
194,1,0,30.0,0,0,26.0,0,1,0,0,0,1
697,3,0,30.0,0,0,8.6625,1,0,0,0,0,1
701,3,0,17.0,0,0,8.6625,0,1,0,0,0,1
118,1,0,3.0,0,0,26.55,0,1,0,0,0,1
84,1,0,39.0,1,0,71.2833,0,1,0,1,0,0
755,3,0,17.0,2,0,8.05,0,1,0,0,0,1
464,2,0,32.0,0,0,10.5,0,1,0,0,0,1
466,2,0,34.0,1,0,26.0,0,1,0,0,0,1
217,1,0,64.0,0,0,26.0,0,1,0,0,0,1
636,3,0,18.0,1,0,17.8,1,0,0,0,0,1
1105,3,0,14.0,4,1,39.6875,0,1,0,0,0,1
942,3,0,3.0,0,0,7.225,0,1,0,1,0,0
531,2,0,3.0,0,0,15.05,0,1,0,1,0,0
1175,3,0,3.0,8,2,69.55,1,0,0,0,0,1
70,1,0,3.0,0,0,0.0,0,1,0,0,0,1
696,3,0,21.0,0,0,8.6625,1,0,0,0,0,1
752,3,0,24.0,2,0,24.15,0,1,0,0,0,1
184,1,0,3.0,0,0,27.7208,0,1,0,1,0,0
442,2,0,24.0,2,0,73.5,0,1,0,0,0,1
189,1,0,29.0,0,0,30.0,0,1,0,0,0,1
912,3,0,30.0,0,0,7.8958,0,1,0,0,0,1
716,3,0,26.0,1,0,14.4542,0,1,0,1,0,0
348,2,0,27.0,0,0,13.0,0,1,0,0,0,1
703,3,0,21.0,0,0,7.75,0,1,0,0,1,0
470,2,0,35.0,0,0,12.35,0,1,0,0,1,0
937,3,0,1.0,1,1,12.1833,1,0,0,0,0,1
1246,3,0,3.0,1,0,16.1,0,1,0,0,0,1
753,3,0,22.0,0,0,8.05,0,1,0,0,0,1
988,3,0,3.0,0,0,7.75,0,1,0,0,1,0
679,3,0,9.0,1,1,15.2458,1,0,0,1,0,0
774,3,0,43.0,0,0,7.8958,0,1,0,0,0,1
1021,3,0,28.0,0,0,7.8958,0,1,0,0,0,1
1141,3,0,10.0,4,1,29.125,0,1,0,0,1,0
1287,3,0,51.0,0,0,7.75,0,1,0,0,0,1
519,2,0,28.0,0,0,13.5,0,1,0,0,0,1
769,3,0,22.0,0,0,7.25,0,1,0,0,0,1
232,1,0,47.0,0,0,52.0,0,1,0,0,0,1
539,2,0,27.0,0,0,15.0333,0,1,0,1,0,0
962,3,0,3.0,1,0,15.5,0,1,0,0,1,0
732,3,0,30.0,0,0,8.05,0,1,0,0,0,1
1053,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
316,1,0,51.0,0,1,61.3792,0,1,0,1,0,0
413,2,0,38.0,1,0,21.0,0,1,0,0,0,1
1271,3,0,28.0,0,0,9.5,0,1,0,0,0,1
406,2,0,40.0,1,0,26.0,0,1,0,0,0,1
642,3,0,13.0,4,2,31.3875,0,1,0,0,0,1
150,1,0,40.0,0,0,0.0,0,1,0,0,0,1
252,1,0,61.0,1,0,14.4542,0,1,0,1,0,0
383,2,0,21.0,0,0,11.5,0,1,0,0,0,1
511,2,0,62.0,0,0,9.6875,0,1,0,0,1,0
884,3,0,48.0,0,0,7.8542,0,1,0,0,0,1
1027,3,0,3.0,0,0,8.05,0,1,0,0,0,1
1304,3,0,14.5,1,0,14.4542,1,0,0,1,0,0
101,1,0,39.0,0,0,29.7,0,1,0,1,0,0
89,1,0,31.0,1,0,52.0,0,1,0,0,0,1
1032,3,0,3.0,0,0,7.75,0,1,0,0,1,0
1218,3,0,30.0,0,0,8.05,0,1,0,0,0,1
671,3,0,22.0,0,0,9.35,0,1,0,0,0,1
730,3,0,27.0,0,0,7.8958,0,1,0,0,0,1
468,2,0,22.0,0,0,21.0,1,0,0,0,0,1
803,3,0,26.0,0,0,7.8792,0,1,0,0,1,0
841,3,0,17.0,0,0,7.7333,1,0,0,0,1,0
205,1,0,65.0,0,0,26.55,0,1,0,0,0,1
215,1,0,58.0,0,2,113.275,0,1,0,1,0,0
1191,3,0,20.0,0,0,8.05,0,1,0,0,0,1
914,3,0,33.0,0,0,7.8542,0,1,0,0,0,1
768,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
1041,3,0,3.0,0,0,8.05,0,1,0,0,0,1
1250,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
868,3,0,43.0,0,0,6.45,0,1,0,0,0,1
698,3,0,18.0,0,0,8.6625,0,1,0,0,0,1
687,3,0,20.0,0,0,7.8542,1,0,0,0,0,1
672,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
706,3,0,3.0,1,0,14.4583,1,0,0,1,0,0
1134,3,0,24.0,0,0,8.6625,0,1,0,0,0,1
639,3,0,5.0,4,2,31.3875,0,1,0,0,0,1
555,2,0,25.0,0,0,13.0,0,1,0,0,0,1
1068,3,0,61.0,0,0,6.2375,0,1,0,0,0,1
472,2,0,57.0,0,0,12.35,0,1,0,0,1,0
904,3,0,23.0,0,0,7.8958,0,1,0,0,0,1
162,1,0,42.0,1,0,52.0,0,1,0,0,0,1
1249,3,0,3.0,0,0,7.75,0,1,0,0,1,0
751,3,0,25.0,0,0,7.8958,0,1,0,0,0,1
554,2,0,26.0,0,0,13.0,0,1,0,0,0,1
888,3,0,34.0,0,0,6.4958,0,1,0,0,0,1
262,1,0,50.0,1,0,55.9,0,1,0,0,0,1
797,3,0,40.5,0,0,7.75,0,1,0,0,1,0
212,1,0,37.0,0,1,29.7,0,1,0,1,0,0
459,2,0,42.0,1,0,27.0,0,1,0,0,0,1
1087,3,0,28.0,0,0,7.8542,0,1,0,0,0,1
1269,3,0,33.0,0,0,9.5,0,1,0,0,0,1
473,2,0,3.0,0,0,0.0,0,1,0,0,0,1
812,3,0,3.0,0,0,7.75,0,1,0,0,1,0
800,3,0,3.0,0,0,7.75,1,0,0,0,1,0
1095,3,0,3.0,0,0,7.6292,1,0,0,0,1,0
226,1,0,29.0,1,0,66.6,0,1,0,0,0,1
30,1,0,45.0,0,0,35.5,0,1,0,0,0,1
1211,3,0,45.0,1,0,27.9,1,0,0,0,0,1
299,1,0,40.0,0,0,27.7208,0,1,0,1,0,0
609,3,0,26.0,0,0,8.05,0,1,0,0,0,1
869,3,0,28.0,0,0,22.525,0,1,0,0,0,1
1124,3,0,3.0,0,0,8.1375,1,0,0,0,1,0
844,3,0,28.0,1,0,15.85,0,1,0,0,0,1
655,3,0,32.0,1,0,15.85,0,1,0,0,0,1
950,3,0,29.0,0,0,9.4833,0,1,0,0,0,1
312,1,0,50.0,1,1,14.4542,0,1,0,1,0,0
1180,3,0,3.0,1,0,69.55,1,0,0,0,0,1
475,2,0,26.0,1,1,26.0,1,0,0,0,0,1
81,1,0,70.0,1,1,71.0,0,1,0,0,0,1
1202,3,0,3.0,0,0,8.05,0,1,0,0,0,1
710,3,0,37.0,0,0,7.75,1,0,0,0,1,0
1255,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
628,3,0,11.0,4,2,31.275,1,0,0,0,0,1
223,1,0,3.0,0,0,0.0,0,1,0,0,0,1
1207,3,0,10.0,3,2,27.9,0,1,0,0,0,1
830,3,0,14.0,5,2,46.9,0,1,0,0,0,1
961,3,0,3.0,1,0,15.5,1,0,0,0,1,0
1165,3,0,25.0,0,0,7.225,0,1,0,1,0,0
736,3,0,59.0,0,0,7.25,0,1,0,0,0,1
1114,3,0,3.0,0,0,7.0,0,1,0,0,0,1
779,3,0,24.0,0,0,7.75,1,0,0,0,1,0
581,2,0,3.0,0,0,0.0,0,1,0,0,0,1
451,2,0,44.0,1,0,26.0,0,1,0,0,0,1
1038,3,0,3.0,0,0,8.05,0,1,0,0,0,1
600,3,0,42.0,0,0,7.55,0,1,0,0,0,1
16,1,0,24.0,0,1,14.4542,0,1,0,1,0,0
1185,3,0,3.0,2,0,21.6792,0,1,0,1,0,0
269,1,0,3.0,0,0,26.0,0,1,0,0,0,1
670,3,0,26.0,0,0,7.775,0,1,0,0,0,1
507,2,0,27.0,0,0,13.0,0,1,0,0,0,1
1212,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
875,3,0,30.0,0,0,7.2292,0,1,0,1,0,0
4,1,0,25.0,1,2,14.4542,1,0,0,0,0,1
1298,3,0,36.0,0,0,9.5,0,1,0,0,0,1
1016,3,0,3.0,0,0,7.75,0,1,0,0,1,0
928,3,0,3.0,1,0,14.4542,1,0,0,1,0,0
1137,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
1142,3,0,4.0,4,1,29.125,0,1,0,0,1,0
1243,3,0,3.0,0,0,7.225,0,1,0,1,0,0
1241,3,0,3.0,1,0,6.4375,0,1,0,1,0,0
918,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
1288,3,0,18.0,1,0,6.4958,0,1,0,0,0,1
1101,3,0,1.0,4,1,39.6875,0,1,0,0,0,1
817,3,0,22.0,0,0,8.05,0,1,0,0,0,1
676,3,0,18.0,0,0,7.75,0,1,0,0,0,1
618,3,0,35.0,0,0,8.05,0,1,0,0,0,1
1226,3,0,19.0,0,0,7.8958,0,1,0,0,0,1
221,1,0,65.0,0,1,61.9792,0,1,0,1,0,0
369,2,0,29.0,1,0,26.0,1,0,0,0,0,1
809,3,0,18.0,2,2,34.375,0,1,0,0,0,1
930,3,0,3.0,1,0,7.75,0,1,0,0,1,0
666,3,0,45.0,0,1,14.4542,1,0,0,1,0,0
1116,3,0,3.0,0,0,8.05,0,1,0,0,0,1
824,3,0,38.0,0,0,7.05,0,1,0,0,0,1
617,3,0,25.0,0,0,7.05,0,1,0,0,0,1
338,2,0,28.0,0,0,26.0,0,1,0,0,0,1
1055,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
480,2,0,25.0,1,2,41.5792,0,1,0,1,0,0
876,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
166,1,0,3.0,0,0,30.6958,0,1,0,1,0,0
960,3,0,34.5,0,0,6.4375,0,1,0,1,0,0
1065,3,0,21.0,0,0,7.8,0,1,0,0,0,1
743,3,0,22.0,0,0,10.5167,1,0,0,0,0,1
973,3,0,3.0,0,0,7.55,0,1,0,0,0,1
727,3,0,70.5,0,0,7.75,0,1,0,0,1,0
1208,3,0,9.0,3,2,27.9,1,0,0,0,0,1
1150,3,0,3.0,0,0,14.5,0,1,0,0,0,1
731,3,0,19.0,0,0,7.8958,0,1,0,0,0,1
174,1,0,58.0,0,0,29.7,0,1,0,1,0,0
1010,3,0,24.0,1,0,16.1,0,1,0,0,0,1
1108,3,0,19.0,0,0,14.5,0,1,0,0,0,1
447,2,0,23.0,2,1,11.5,0,1,0,0,0,1
669,3,0,19.0,0,0,8.05,0,1,0,0,0,1
821,3,0,33.0,1,1,20.525,0,1,0,0,0,1
946,3,0,3.0,0,0,56.4958,0,1,0,0,0,1
1089,3,0,20.0,0,0,9.225,0,1,0,0,0,1
689,3,0,22.0,1,0,7.25,0,1,0,0,0,1
566,2,0,41.0,0,0,15.0458,0,1,0,1,0,0
629,3,0,39.0,1,0,31.275,0,1,0,0,0,1
239,1,0,31.0,0,0,50.4958,0,1,0,0,0,1
619,3,0,18.0,0,0,8.3,0,1,0,0,0,1
421,2,0,24.0,0,0,13.5,0,1,0,0,0,1
776,3,0,32.0,0,0,7.75,0,1,0,0,1,0
715,3,0,29.0,0,0,8.05,0,1,0,0,0,1
787,3,0,16.0,0,0,7.775,0,1,0,0,0,1
389,2,0,32.0,0,0,13.0,0,1,0,0,0,1
200,1,0,46.0,0,0,75.2417,0,1,0,1,0,0
610,3,0,40.0,1,0,9.475,1,0,0,0,0,1
334,2,0,28.0,0,0,10.5,0,1,0,0,0,1
135,1,0,71.0,0,0,34.6542,0,1,0,1,0,0
201,1,0,54.0,0,0,51.8625,0,1,0,0,0,1
1098,3,0,3.0,3,1,21.075,1,0,0,0,0,1
1099,3,0,8.0,3,1,21.075,1,0,0,0,0,1
940,3,0,3.0,0,0,7.8958,0,1,0,1,0,0
944,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
346,2,0,26.0,0,0,13.0,0,1,0,0,0,1
224,1,0,45.5,0,0,28.5,0,1,0,0,0,1
403,2,0,23.0,0,0,13.0,0,1,0,0,0,1
399,2,0,42.0,1,1,32.5,0,1,0,0,0,1
80,1,0,3.0,0,0,26.55,0,1,0,0,0,1
1093,3,0,16.0,0,0,9.2167,0,1,0,0,0,1
443,2,0,32.0,2,0,73.5,0,1,0,0,0,1
1178,3,0,3.0,8,2,69.55,0,1,0,0,0,1
1126,3,0,28.0,0,0,7.8958,1,0,0,0,0,1
1307,3,0,27.0,0,0,7.225,0,1,0,1,0,0
347,2,0,42.0,0,0,13.0,0,1,0,0,0,1
967,3,0,45.0,0,0,7.75,1,0,0,0,0,1
649,3,0,23.0,0,0,7.05,0,1,0,0,0,1
356,2,0,25.0,0,0,13.0,0,1,0,0,0,1
1012,3,0,3.0,0,0,7.75,1,0,0,0,1,0
15,1,0,3.0,0,0,25.925,0,1,0,0,0,1
933,3,0,26.0,2,0,8.6625,0,1,0,0,0,1
839,3,0,19.0,0,0,7.775,0,1,0,0,0,1
677,3,0,26.0,0,0,7.8958,0,1,0,0,0,1
206,1,0,44.0,2,0,90.0,0,1,0,0,1,0
1113,3,0,26.0,0,2,13.775,1,0,0,0,0,1
567,2,0,25.0,0,0,10.5,0,1,0,0,0,1
366,2,0,54.0,1,0,26.0,0,1,0,0,0,1
1200,3,0,3.0,0,0,8.05,0,1,0,0,0,1
506,2,0,70.0,0,0,10.5,0,1,0,0,0,1
486,2,0,24.0,0,0,10.5,0,1,0,0,0,1
1140,3,0,21.0,0,0,8.05,0,1,0,0,0,1
816,3,0,3.0,0,0,7.8958,0,1,0,1,0,0
335,2,0,51.0,0,0,12.525,0,1,0,0,0,1
1168,3,0,3.0,0,0,7.575,0,1,0,0,0,1
632,3,0,39.0,1,0,31.275,1,0,0,0,0,1
813,3,0,3.0,0,0,7.25,0,1,0,0,0,1
1248,3,0,32.0,0,0,7.925,0,1,0,0,0,1
801,3,0,3.0,0,0,7.75,0,1,0,0,1,0
126,1,0,37.0,1,0,53.1,0,1,0,0,0,1
1213,3,0,3.0,0,0,8.05,0,1,0,0,0,1
290,1,0,52.0,1,1,79.65,0,1,0,0,0,1
1107,3,0,21.0,0,0,8.6625,0,1,0,0,0,1
169,1,0,50.0,0,0,28.7125,1,0,0,1,0,0
828,3,0,10.0,5,2,46.9,1,0,0,0,0,1
925,3,0,44.0,0,0,8.05,0,1,0,0,0,1
1282,3,0,3.0,0,0,8.05,0,1,0,0,0,1
71,1,0,27.0,1,0,14.4542,0,1,0,1,0,0
807,3,0,9.0,2,2,34.375,1,0,0,0,0,1
1014,3,0,3.0,0,0,8.05,1,0,0,0,0,1
859,3,0,18.0,0,0,6.75,1,0,0,0,1,0
156,1,0,42.0,0,0,42.5,0,1,0,0,0,1
678,3,0,6.0,1,1,15.2458,0,1,0,1,0,0
1224,3,0,21.0,0,0,8.05,0,1,0,0,0,1
565,2,0,25.0,0,0,13.0,0,1,0,0,0,1
707,3,0,28.0,0,0,7.7958,0,1,0,0,0,1
1253,3,0,3.0,0,0,7.2292,0,1,0,1,0,0
957,3,0,3.0,3,1,25.4667,1,0,0,0,0,1
1070,3,0,3.0,0,0,7.8292,0,1,0,0,1,0
52,1,0,28.0,0,0,47.1,0,1,0,0,0,1
1019,3,0,24.0,0,0,7.8958,0,1,0,0,0,1
1030,3,0,3.0,0,0,8.4583,0,1,0,0,1,0
225,1,0,23.0,0,0,93.5,0,1,0,0,0,1
175,1,0,41.0,1,0,51.8625,0,1,0,0,0,1
842,3,0,3.0,1,0,19.9667,0,1,0,0,0,1
622,3,0,4.0,4,2,31.275,0,1,0,0,0,1
827,3,0,11.0,5,2,46.9,0,1,0,0,0,1
422,2,0,24.0,0,0,13.0,0,1,0,0,0,1
651,3,0,30.0,0,0,7.225,0,1,0,1,0,0
951,3,0,29.0,0,0,7.775,0,1,0,0,0,1
490,2,0,57.0,0,0,10.5,1,0,0,0,0,1
1227,3,0,22.0,0,0,9.8375,1,0,0,0,0,1
1009,3,0,3.0,0,0,7.75,0,1,0,0,1,0
861,3,0,23.0,0,0,7.925,1,0,0,0,0,1
675,3,0,21.0,0,0,7.775,0,1,0,0,0,1
822,3,0,41.0,0,0,7.85,0,1,0,0,0,1
896,3,0,49.0,0,0,0.0,0,1,0,0,0,1
416,2,0,16.0,0,0,26.0,0,1,0,0,0,1
1008,3,0,35.0,0,0,7.75,1,0,0,0,1,0
1272,3,0,47.0,0,0,9.0,0,1,0,0,0,1
397,2,0,54.0,0,0,26.0,0,1,0,0,0,1
528,2,0,3.0,0,0,0.0,0,1,0,0,0,1
927,3,0,3.0,1,0,14.4542,0,1,0,1,0,0
1194,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
210,1,0,55.0,0,0,30.5,0,1,0,0,0,1
1270,3,0,28.0,0,0,9.5,0,1,0,0,0,1
921,3,0,3.0,0,0,7.25,0,1,0,0,0,1
283,1,0,3.0,0,0,27.7208,0,1,0,1,0,0
305,1,0,60.0,0,0,26.55,0,1,0,0,0,1
987,3,0,3.0,0,0,7.8792,1,0,0,0,1,0
243,1,0,46.0,0,0,79.2,0,1,0,1,0,0
1138,3,0,3.0,0,0,7.25,0,1,0,0,0,1
237,1,0,3.0,0,0,14.4542,0,1,0,1,0,0
806,3,0,21.0,2,2,34.375,1,0,0,0,0,1
1225,3,0,60.5,0,0,16.1,0,1,0,0,0,1
1239,3,0,34.0,0,0,8.05,0,1,0,0,0,1
1283,3,0,3.0,0,0,7.55,0,1,0,0,0,1
893,3,0,29.0,0,0,7.8542,0,1,0,0,0,1
891,3,0,33.0,0,0,8.6542,0,1,0,0,0,1
34,1,0,42.0,0,0,26.55,0,1,0,0,0,1
702,3,0,21.0,0,0,7.75,1,0,0,0,1,0
132,1,0,24.0,0,0,79.2,0,1,0,1,0,0
128,1,0,47.0,0,0,38.5,0,1,0,0,0,1
405,2,0,18.0,0,0,13.0,0,1,0,0,0,1
1183,3,0,39.0,0,0,7.925,0,1,0,0,0,1
1074,3,0,3.0,0,0,7.75,0,1,0,0,1,0
1167,3,0,3.0,0,0,7.7292,0,1,0,0,1,0
418,2,0,47.0,0,0,10.5,0,1,0,0,0,1
943,3,0,37.0,0,0,9.5875,1,0,0,0,0,1
956,3,0,3.0,3,1,25.4667,1,0,0,0,0,1
417,2,0,26.0,0,0,10.5,0,1,0,0,0,1
971,3,0,3.0,0,0,7.8792,0,1,0,0,1,0
1235,3,0,74.0,0,0,7.775,0,1,0,0,0,1
547,2,0,23.0,0,0,15.0458,0,1,0,1,0,0
708,3,0,24.0,0,0,7.8542,0,1,0,0,0,1
1266,3,0,36.0,1,1,24.15,0,1,0,0,0,1
45,1,0,45.0,0,0,26.55,0,1,0,0,0,1
7,1,0,39.0,0,0,0.0,0,1,0,0,0,1
682,3,0,3.0,0,2,7.75,1,0,0,0,1,0
544,2,0,34.0,1,0,21.0,0,1,0,0,0,1
939,3,0,36.0,0,2,12.1833,1,0,0,0,0,1
750,3,0,27.0,0,0,7.8958,0,1,0,0,0,1
792,3,0,15.0,1,1,7.2292,0,1,0,1,0,0
865,3,0,3.0,0,0,7.75,1,0,0,0,1,0
790,3,0,39.0,0,2,7.2292,0,1,0,1,0,0
724,3,0,31.0,0,0,7.75,0,1,0,0,1,0
691,3,0,35.0,0,0,8.05,0,1,0,0,0,1
667,3,0,27.0,0,0,7.8792,1,0,0,0,1,0
1139,3,0,38.0,0,0,7.8958,0,1,0,0,0,1
25,1,0,25.0,0,0,26.0,0,1,0,1,0,0
530,2,0,19.0,0,0,10.5,0,1,0,0,0,1
62,1,0,46.0,1,0,61.175,0,1,0,0,0,1
487,2,0,61.0,0,0,12.35,0,1,0,0,1,0
964,3,0,39.0,0,0,24.15,0,1,0,0,0,1
1169,3,0,38.5,0,0,7.25,0,1,0,0,0,1
1292,3,0,3.0,0,0,7.55,0,1,0,0,0,1
1295,3,0,21.0,0,0,7.25,0,1,0,0,0,1
684,3,0,32.0,1,1,15.5,1,0,0,0,1,0
1146,3,0,39.0,0,0,29.125,1,0,0,0,1,0
457,2,0,33.0,0,0,12.275,0,1,0,0,0,1
509,2,0,39.0,0,0,26.0,0,1,0,0,0,1
244,1,0,36.0,0,0,40.125,0,1,0,1,0,0
972,3,0,28.0,0,0,56.4958,0,1,0,0,0,1
712,3,0,24.0,0,0,8.05,0,1,0,0,0,1
911,3,0,21.0,0,0,8.4333,0,1,0,0,0,1
608,3,0,30.0,0,0,7.25,0,1,0,0,0,1
424,2,0,30.0,0,0,13.0,0,1,0,0,0,1
1119,3,0,22.0,0,0,7.25,0,1,0,0,0,1
1076,3,0,3.0,0,0,7.75,1,0,0,0,1,0
381,2,0,30.0,0,0,13.0,1,0,0,0,0,1
211,1,0,47.0,0,0,42.4,0,1,0,0,0,1
833,3,0,51.0,0,0,8.05,0,1,0,0,0,1
897,3,0,33.0,0,0,7.775,0,1,0,0,0,1
592,2,0,36.0,1,2,27.75,0,1,0,0,0,1
197,1,0,19.0,1,0,53.1,0,1,0,0,0,1
919,3,0,18.5,0,0,7.2292,0,1,0,1,0,0
431,2,0,28.0,0,1,33.0,0,1,0,0,0,1
575,2,0,27.0,1,0,21.0,1,0,0,0,0,1
508,2,0,54.0,0,0,14.0,0,1,0,0,0,1
236,1,0,22.0,0,0,135.6333,0,1,0,1,0,0
1158,3,0,41.0,0,2,20.2125,1,0,0,0,0,1
310,1,0,57.0,1,1,14.4542,0,1,0,0,0,1
326,2,0,18.0,0,0,11.5,0,1,0,0,0,1
1135,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
616,3,0,24.0,0,0,7.05,0,1,0,0,0,1
510,2,0,16.0,0,0,10.5,0,1,0,0,0,1
2,1,0,2.0,1,2,14.4542,1,0,0,0,0,1
1299,3,0,27.0,1,0,14.4542,0,1,0,1,0,0
1220,3,0,32.0,0,0,8.05,0,1,0,0,0,1
1179,3,0,3.0,1,0,69.55,0,1,0,0,0,1
879,3,0,3.0,0,0,7.8958,0,1,0,0,0,1
594,2,0,66.0,0,0,10.5,0,1,0,0,0,1
1092,3,0,20.0,0,0,8.6625,0,1,0,0,0,1
307,1,0,21.0,0,1,77.2875,0,1,0,0,0,1
497,2,0,40.0,0,0,16.0,0,1,0,0,0,1
989,3,0,3.0,0,0,8.05,0,1,0,0,0,1
793,3,0,47.0,0,0,7.25,0,1,0,0,0,1
931,3,0,3.0,0,0,7.7375,0,1,0,0,1,0
579,2,0,23.0,1,0,10.5,0,1,0,0,0,1
654,3,0,20.0,0,0,7.225,0,1,0,1,0,0
1112,3,0,3.0,1,1,13.775,1,0,0,0,0,1
365,2,0,44.0,1,0,26.0,1,0,0,0,0,1
1011,3,0,19.0,1,0,16.1,1,0,0,0,0,1
920,3,0,3.0,0,0,7.75,0,1,0,0,1,0
1215,3,0,3.0,0,0,7.75,0,1,0,0,1,0
1020,3,0,21.0,0,0,7.8958,0,1,0,0,0,1
717,3,0,18.0,1,0,14.4542,0,1,0,1,0,0
569,2,0,14.0,0,0,65.0,0,1,0,0,0,1
990,3,0,29.0,0,0,7.925,0,1,0,0,0,1
637,3,0,24.0,0,0,7.775,0,1,0,0,0,1
640,3,0,9.0,4,2,31.3875,0,1,0,0,0,1
1229,3,0,27.0,0,0,8.6625,0,1,0,0,0,1
142,1,0,46.0,0,0,79.2,0,1,0,1,0,0
695,3,0,18.0,0,0,7.8792,1,0,0,0,1,0
720,3,0,24.0,0,0,7.25,0,1,0,0,1,0
932,3,0,22.0,2,0,8.6625,1,0,0,0,0,1
