passenger_id,classe,sobreviveu,sexo,idade,irmaos_conjuge,pais_filhos,bilhete,tarifa,embarque
520,2,1,male,20.0,0,0,SC/PARIS 2166,13.8625,C
521,2,1,female,29.0,0,0,C.A. 29395,10.5,S
522,2,0,male,39.0,0,0,28213,13.0,S
523,2,1,male,22.0,0,0,W./C. 14260,10.5,S
524,2,1,male,3.0,0,0,SC/PARIS 2146,13.8625,C
525,2,0,male,23.0,0,0,244278,10.5,S
526,2,1,male,29.0,0,0,SC/PARIS 2147,13.8583,C
527,2,0,male,28.0,0,0,SC 14888,10.5,S
528,2,0,male,3.0,0,0,239853,0.0,S
529,2,1,female,50.0,0,1,230433,26.0,S
530,2,0,male,19.0,0,0,28665,10.5,S
531,2,0,male,3.0,0,0,SC/PARIS 2131,15.05,C
532,2,0,male,41.0,0,0,237393,13.0,S
533,2,1,female,21.0,0,1,S.O./P.P. 2,21.0,S
534,2,1,female,19.0,0,0,250655,26.0,S
535,2,0,male,43.0,0,1,S.O./P.P. 2,21.0,S
536,2,1,female,32.0,0,0,234604,13.0,S
537,2,0,male,34.0,0,0,250647,13.0,S
538,2,1,male,30.0,0,0,C.A. 34644,12.7375,C
539,2,0,male,27.0,0,0,SC/PARIS 2168,15.0333,C
540,2,1,female,2.0,1,1,26360,26.0,S
541,2,1,female,8.0,1,1,26360,26.0,S
542,2,1,female,33.0,0,2,26360,26.0,S
543,2,0,male,36.0,0,0,C.A. 17248,10.5,S
544,2,0,male,34.0,1,0,31027,21.0,S
545,2,1,female,30.0,3,0,31027,21.0,S
546,2,1,female,28.0,0,0,230434,13.0,S
547,2,0,male,23.0,0,0,SC/PARIS 2133,15.0458,C
548,2,1,male,0.8333,1,1,29106,18.75,S
549,2,1,male,3.0,1,1,29106,18.75,S
550,2,1,female,24.0,2,3,29106,18.75,S
551,2,1,female,50.0,0,0,W./C. 14258,10.5,S
552,2,0,male,19.0,0,0,28004,10.5,S
553,2,1,female,21.0,0,0,C.A. 31026,10.5,S
554,2,0,male,26.0,0,0,248659,13.0,S
555,2,0,male,25.0,0,0,244361,13.0,S
556,2,0,male,27.0,0,0,244358,26.0,S
557,2,1,female,25.0,0,1,230433,26.0,S
558,2,1,female,18.0,0,2,250652,13.0,S
559,2,1,female,20.0,0,0,C.A. 33112,36.75,S
560,2,1,female,30.0,0,0,250648,13.0,S
561,2,0,male,59.0,0,0,237442,13.5,S
562,2,1,female,30.0,0,0,234818,12.35,Q
563,2,0,male,35.0,0,0,28206,10.5,S
564,2,1,female,40.0,0,0,31418,13.0,S
565,2,0,male,25.0,0,0,C.A. 29178,13.0,S
566,2,0,male,41.0,0,0,237734,15.0458,C
567,2,0,male,25.0,0,0,F.C.C. 13540,10.5,S
568,2,0,male,18.5,0,0,248734,13.0,S
569,2,0,male,14.0,0,0,220845,65.0,S
570,2,1,female,50.0,0,0,F.C.C. 13531,10.5,S
571,2,0,male,23.0,0,0,233639,13.0,S
572,2,1,female,28.0,0,0,240929,12.65,S
573,2,1,female,27.0,0,0,34218,10.5,S
574,2,0,male,29.0,1,0,11668,21.0,S
575,2,0,female,27.0,1,0,11668,21.0,S
576,2,0,male,40.0,0,0,28221,13.0,S
577,2,1,female,31.0,0,0,F.C.C. 13528,21.0,S
578,2,0,male,30.0,1,0,CA 31352,21.0,S
579,2,0,male,23.0,1,0,28666,10.5,S
580,2,1,female,31.0,0,0,CA 31352,21.0,S
581,2,0,male,3.0,0,0,239856,0.0,S
582,2,1,female,12.0,0,0,C.A. 33595,15.75,S
583,2,1,female,40.0,0,0,C.A. 33595,15.75,S
584,2,1,female,32.5,0,0,27267,13.0,S
585,2,0,male,27.0,1,0,228414,26.0,S
586,2,1,female,29.0,1,0,228414,26.0,S
587,2,1,male,2.0,1,1,29103,23.0,S
588,2,1,female,4.0,1,1,29103,23.0,S
589,2,1,female,29.0,0,2,29103,23.0,S
590,2,1,female,0.9167,1,2,C.A. 34651,27.75,S
591,2,1,female,5.0,1,2,C.A. 34651,27.75,S
592,2,0,male,36.0,1,2,C.A. 34651,27.75,S
593,2,1,female,33.0,1,2,C.A. 34651,27.75,S
594,2,0,male,66.0,0,0,C.A. 24579,10.5,S
595,2,0,male,3.0,0,0,SC/PARIS 2159,12.875,S
596,2,1,male,31.0,0,0,244270,13.0,S
597,2,1,male,3.0,0,0,244373,13.0,S
598,2,1,female,26.0,0,0,220844,13.5,S
599,2,0,female,24.0,0,0,248747,13.0,S
600,3,0,male,42.0,0,0,C.A. 5547,7.55,S
601,3,0,male,13.0,0,2,C.A. 2673,20.25,S
602,3,0,male,16.0,1,1,C.A. 2673,20.25,S
603,3,1,female,35.0,1,1,C.A. 2673,20.25,S
604,3,1,female,16.0,0,0,348125,7.65,S
605,3,1,male,25.0,0,0,348122,7.65,S
606,3,1,male,20.0,0,0,SOTON/O2 3101284,7.925,S
607,3,1,female,18.0,0,0,2657,7.2292,C
608,3,0,male,30.0,0,0,C 7076,7.25,S
609,3,0,male,26.0,0,0,341826,8.05,S
610,3,0,female,40.0,1,0,7546,9.475,S
611,3,1,male,0.8333,0,1,392091,9.35,S
612,3,1,female,18.0,0,1,392091,9.35,S
613,3,1,male,26.0,0,0,2699,18.7875,C
614,3,0,male,26.0,0,0,3474,7.8875,S
615,3,0,male,20.0,0,0,SOTON/O2 3101287,7.925,S
616,3,0,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S
617,3,0,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,S
618,3,0,male,35.0,0,0,373450,8.05,S
619,3,0,male,18.0,0,0,2223,8.3,S
620,3,0,male,32.0,0,0,C 4001,22.525,S
621,3,1,female,19.0,1,0,350046,7.8542,S
622,3,0,male,4.0,4,2,347082,31.275,S
623,3,0,female,6.0,4,2,347082,31.275,S
624,3,0,female,2.0,4,2,347082,31.275,S
625,3,1,female,17.0,4,2,3101281,7.925,S
626,3,0,female,38.0,4,2,347091,7.775,S
627,3,0,female,9.0,4,2,347082,31.275,S
628,3,0,female,11.0,4,2,347082,31.275,S
629,3,0,male,39.0,1,5,347082,31.275,S
630,3,1,male,27.0,0,0,350043,7.7958,S
631,3,0,male,26.0,0,0,347075,7.775,S
632,3,0,female,39.0,1,5,347082,31.275,S
633,3,0,male,20.0,0,0,347466,7.8542,S
634,3,0,male,26.0,0,0,349202,7.8958,S
635,3,0,male,25.0,1,0,349237,17.8,S
636,3,0,female,18.0,1,0,349237,17.8,S
637,3,0,male,24.0,0,0,349911,7.775,S
638,3,0,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S
639,3,0,male,5.0,4,2,347077,31.3875,S
640,3,0,male,9.0,4,2,347077,31.3875,S
641,3,1,male,3.0,4,2,347077,31.3875,S
642,3,0,male,13.0,4,2,347077,31.3875,S
643,3,1,female,5.0,4,2,347077,31.3875,S
644,3,0,male,40.0,1,5,347077,31.3875,S
645,3,1,male,23.0,0,0,350054,7.7958,S
646,3,1,female,38.0,1,5,347077,31.3875,S
647,3,1,female,45.0,0,0,2696,7.225,C
648,3,0,male,21.0,0,0,2692,7.225,C
649,3,0,male,23.0,0,0,SOTON/O.Q. 3101309,7.05,S
650,3,0,female,17.0,0,0,2627,14.4583,C
651,3,0,male,30.0,0,0,2694,7.225,C
652,3,0,male,23.0,0,0,347468,7.8542,S
653,3,1,female,13.0,0,0,2687,7.2292,C
654,3,0,male,20.0,0,0,2679,7.225,C
655,3,0,male,32.0,1,0,3101278,15.85,S
656,3,1,female,33.0,3,0,3101278,15.85,S
657,3,1,female,0.75,2,1,2666,19.2583,C
658,3,1,female,0.75,2,1,2666,19.2583,C
659,3,1,female,5.0,2,1,2666,19.2583,C
660,3,1,female,24.0,0,3,2666,19.2583,C
661,3,1,female,18.0,0,0,A/4 31416,8.05,S
662,3,0,male,40.0,0,0,2623,7.225,C
663,3,0,male,26.0,0,0,349248,7.8958,S
664,3,1,male,20.0,0,0,2663,7.2292,C
665,3,0,female,18.0,0,1,2691,14.4542,C
666,3,0,female,45.0,0,1,2691,14.4542,C
667,3,0,female,27.0,0,0,330844,7.8792,Q
668,3,0,male,22.0,0,0,324669,8.05,S
669,3,0,male,19.0,0,0,323951,8.05,S
670,3,0,male,26.0,0,0,347068,7.775,S
671,3,0,male,22.0,0,0,PP 4348,9.35,S
672,3,0,male,3.0,0,0,2622,7.2292,C
673,3,0,male,20.0,0,0,2648,4.0125,C
674,3,1,male,32.0,0,0,1601,56.4958,S
675,3,0,male,21.0,0,0,312992,7.775,S
676,3,0,male,18.0,0,0,347090,7.75,S
677,3,0,male,26.0,0,0,349224,7.8958,S
678,3,0,male,6.0,1,1,2678,15.2458,C
679,3,0,female,9.0,1,1,2678,15.2458,C
680,3,0,male,3.0,0,0,2664,7.225,C
681,3,0,female,3.0,0,2,2678,15.2458,C
682,3,0,female,3.0,0,2,364848,7.75,Q
683,3,0,male,40.0,1,1,364849,15.5,Q
684,3,0,female,32.0,1,1,364849,15.5,Q
685,3,0,male,21.0,0,0,54636,16.1,S
686,3,1,female,22.0,0,0,334914,7.725,Q
687,3,0,female,20.0,0,0,347471,7.8542,S
688,3,0,male,29.0,1,0,3460,7.0458,S
689,3,0,male,22.0,1,0,A/5 21171,7.25,S
690,3,0,male,22.0,0,0,350045,7.7958,S
691,3,0,male,35.0,0,0,364512,8.05,S
692,3,0,female,18.5,0,0,329944,7.2833,Q
693,3,1,male,21.0,0,0,330920,7.8208,Q
694,3,0,male,19.0,0,0,365222,6.75,Q
695,3,0,female,18.0,0,0,330963,7.8792,Q
696,3,0,female,21.0,0,0,315087,8.6625,S
697,3,0,female,30.0,0,0,315084,8.6625,S
698,3,0,male,18.0,0,0,315091,8.6625,S
699,3,0,male,38.0,0,0,315089,8.6625,S
700,3,0,male,17.0,0,0,315093,8.6625,S
701,3,0,male,17.0,0,0,315086,8.6625,S
702,3,0,female,21.0,0,0,364846,7.75,Q
703,3,0,male,21.0,0,0,364858,7.75,Q
704,3,0,male,21.0,0,0,A./5. 2152,8.05,S
705,3,0,male,3.0,1,0,2689,14.4583,C
706,3,0,female,3.0,1,0,2689,14.4583,C
707,3,0,male,28.0,0,0,350042,7.7958,S
708,3,0,male,24.0,0,0,350409,7.8542,S
709,3,1,female,16.0,0,0,367231,7.75,Q
710,3,0,female,37.0,0,0,368364,7.75,Q
711,3,0,male,28.0,0,0,392095,7.25,S
712,3,0,male,24.0,0,0,343275,8.05,S
713,3,0,male,21.0,0,0,A/5. 13032,7.7333,Q
714,3,1,male,32.0,0,0,1601,56.4958,S
715,3,0,male,29.0,0,0,343276,8.05,S
716,3,0,male,26.0,1,0,2680,14.4542,C
717,3,0,male,18.0,1,0,2680,14.4542,C
718,3,0,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,S
719,3,1,male,18.0,0,0,A/5 3540,8.05,S
720,3,0,male,24.0,0,0,371109,7.25,Q
721,3,0,male,36.0,0,0,349210,7.4958,S
722,3,0,male,24.0,0,0,349209,7.4958,S
723,3,0,male,31.0,0,0,21332,7.7333,Q
724,3,0,male,31.0,0,0,335097,7.75,Q
725,3,1,female,22.0,0,0,370373,7.75,Q
726,3,0,female,30.0,0,0,330972,7.6292,Q
727,3,0,male,70.5,0,0,370369,7.75,Q
728,3,0,male,43.0,0,0,A/5 3536,8.05,S
729,3,0,male,35.0,0,0,349230,7.8958,S
730,3,0,male,27.0,0,0,349229,7.8958,S
731,3,0,male,19.0,0,0,349231,7.8958,S
732,3,0,male,30.0,0,0,SOTON/OQ 392090,8.05,S
733,3,1,male,9.0,1,1,C.A. 37671,15.9,S
734,3,1,male,3.0,1,1,C.A. 37671,15.9,S
735,3,1,female,36.0,0,2,C.A. 37671,15.9,S
736,3,0,male,59.0,0,0,364500,7.25,S
737,3,0,male,19.0,0,0,S.P. 3464,8.1583,S
738,3,1,female,17.0,0,1,371362,16.1,S
739,3,0,male,44.0,0,1,371362,16.1,S
740,3,0,male,17.0,0,0,315090,8.6625,S
741,3,0,male,22.5,0,0,2698,7.225,C
742,3,1,male,45.0,0,0,7598,8.05,S
743,3,0,female,22.0,0,0,7552,10.5167,S
744,3,0,male,19.0,0,0,349228,10.1708,S
745,3,1,female,30.0,0,0,382650,6.95,Q
746,3,1,male,29.0,0,0,382651,7.75,Q
747,3,0,male,0.3333,0,2,347080,14.4,S
748,3,0,male,34.0,1,1,347080,14.4,S
749,3,0,female,28.0,1,1,347080,14.4,S
750,3,0,male,27.0,0,0,349219,7.8958,S
751,3,0,male,25.0,0,0,349203,7.8958,S
752,3,0,male,24.0,2,0,A/4 48871,24.15,S
753,3,0,male,22.0,0,0,SC/A4 23568,8.05,S
754,3,0,male,21.0,2,0,A/4 48871,24.15,S
755,3,0,male,17.0,2,0,A/4 48873,8.05,S
756,3,0,male,3.0,1,0,386525,16.1,S
757,3,1,female,3.0,1,0,386525,16.1,S
758,3,1,male,36.5,1,0,345572,17.4,S
759,3,1,female,36.0,1,0,345572,17.4,S
760,3,1,male,30.0,0,0,345774,9.5,S
761,3,0,male,16.0,0,0,345778,9.5,S
762,3,1,male,1.0,1,2,C.A. 2315,20.575,S
763,3,1,female,0.1667,1,2,C.A. 2315,20.575,S
764,3,0,male,26.0,1,2,C.A. 2315,20.575,S
765,3,1,female,33.0,1,2,C.A. 2315,20.575,S
766,3,0,male,25.0,0,0,349250,7.8958,S
767,3,0,male,3.0,0,0,349238,7.8958,S
768,3,0,male,3.0,0,0,349225,7.8958,S
769,3,0,male,22.0,0,0,A/5 21172,7.25,S
770,3,0,male,36.0,0,0,A/5 21175,7.25,S
771,3,1,female,19.0,0,0,330958,7.8792,Q
772,3,0,male,17.0,0,0,349232,7.8958,S
773,3,0,male,42.0,0,0,315088,8.6625,S
774,3,0,male,43.0,0,0,349226,7.8958,S
775,3,0,male,3.0,0,0,2686,7.2292,C
776,3,0,male,32.0,0,0,370376,7.75,Q
777,3,1,male,19.0,0,0,A/5. 10482,8.05,S
778,3,1,female,30.0,0,0,364516,12.475,S
779,3,0,female,24.0,0,0,368702,7.75,Q
780,3,1,female,23.0,0,0,SOTON/OQ 392083,8.05,S
781,3,0,male,33.0,0,0,349241,7.8958,C
782,3,0,male,65.0,0,0,336439,7.75,Q
783,3,1,male,24.0,0,0,S.O./P.P. 752,7.55,S
784,3,0,male,23.0,1,0,347072,13.9,S
785,3,1,female,22.0,1,0,347072,13.9,S
786,3,0,male,18.0,0,0,349912,7.775,S
787,3,0,male,16.0,0,0,347074,7.775,S
788,3,0,male,45.0,0,0,347061,6.975,S
789,3,0,male,3.0,0,0,2674,7.225,C
790,3,0,male,39.0,0,2,2675,7.2292,C
791,3,0,male,17.0,1,1,2690,7.2292,C
792,3,0,male,15.0,1,1,2695,7.2292,C
793,3,0,male,47.0,0,0,A/5 3902,7.25,S
794,3,1,female,5.0,0,0,364516,12.475,S
795,3,0,male,3.0,0,0,2631,7.225,C
796,3,0,male,40.5,0,0,C.A. 6212,15.1,S
797,3,0,male,40.5,0,0,367232,7.75,Q
798,3,1,male,3.0,0,0,SOTON/O.Q. 3101308,7.05,S
799,3,0,male,18.0,0,0,350036,7.7958,S
800,3,0,female,3.0,0,0,364859,7.75,Q
801,3,0,male,3.0,0,0,364851,7.75,Q
802,3,0,male,3.0,0,0,368323,6.95,Q
803,3,0,male,26.0,0,0,330910,7.8792,Q
804,3,0,male,3.0,0,0,365235,7.75,Q
805,3,1,male,3.0,0,0,1601,56.4958,S
806,3,0,female,21.0,2,2,W./C. 6608,34.375,S
807,3,0,female,9.0,2,2,W./C. 6608,34.375,S
808,3,0,male,3.0,0,0,A/5 1478,8.05,S
809,3,0,male,18.0,2,2,W./C. 6608,34.375,S
810,3,0,male,16.0,1,3,W./C. 6608,34.375,S
811,3,0,female,48.0,1,3,W./C. 6608,34.375,S
812,3,0,male,3.0,0,0,368573,7.75,Q
813,3,0,male,3.0,0,0,SOTON/O.Q. 3101314,7.25,S
814,3,0,male,25.0,0,0,36864,7.7417,Q
815,3,0,male,3.0,0,0,358585,14.5,S
816,3,0,male,3.0,0,0,349254,7.8958,C
817,3,0,male,22.0,0,0,14973,8.05,S
818,3,1,female,16.0,0,0,35851,7.7333,Q
819,3,1,female,3.0,0,0,335677,7.75,Q
820,3,1,male,9.0,0,2,363291,20.525,S
821,3,0,male,33.0,1,1,363291,20.525,S
822,3,0,male,41.0,0,0,SOTON/O.Q. 3101263,7.85,S
823,3,1,female,31.0,1,1,363291,20.525,S
824,3,0,male,38.0,0,0,SOTON/O.Q. 3101306,7.05,S
825,3,0,male,9.0,5,2,CA 2144,46.9,S
826,3,0,male,1.0,5,2,CA 2144,46.9,S
827,3,0,male,11.0,5,2,CA 2144,46.9,S
828,3,0,female,10.0,5,2,CA 2144,46.9,S
829,3,0,female,16.0,5,2,CA 2144,46.9,S
830,3,0,male,14.0,5,2,CA 2144,46.9,S
831,3,0,male,40.0,1,6,CA 2144,46.9,S
832,3,0,female,43.0,1,6,CA 2144,46.9,S
833,3,0,male,51.0,0,0,21440,8.05,S
834,3,0,male,32.0,0,0,8471,8.3625,S
835,3,0,male,3.0,0,0,376563,8.05,S
836,3,0,male,20.0,0,0,7534,9.8458,S
837,3,0,male,37.0,2,0,3101276,7.925,S
838,3,0,male,28.0,2,0,3101277,7.925,S
839,3,0,male,19.0,0,0,347069,7.775,S
840,3,0,female,24.0,0,0,349236,8.85,S
841,3,0,female,17.0,0,0,AQ/3. 30631,7.7333,Q
842,3,0,male,3.0,1,0,65303,19.9667,S
843,3,0,male,3.0,1,0,65304,19.9667,S
844,3,0,male,28.0,1,0,STON/O2. 3101279,15.85,S
845,3,1,female,24.0,1,0,STON/O2. 3101279,15.85,S
846,3,0,male,20.0,0,0,345769,9.5,S
847,3,0,male,23.5,0,0,2693,7.2292,C
848,3,0,male,41.0,2,0,350026,14.1083,S
849,3,0,male,26.0,1,0,350025,7.8542,S
850,3,0,male,21.0,0,0,350029,7.8542,S
851,3,1,female,45.0,1,0,350026,14.1083,S
852,3,0,female,3.0,0,0,W./C. 6609,7.55,S
853,3,0,male,25.0,0,0,374887,7.25,S
854,3,0,male,3.0,0,0,394140,6.8583,Q
855,3,0,male,11.0,0,0,2699,18.7875,C
856,3,1,female,3.0,0,0,370375,7.75,Q
857,3,1,male,27.0,0,0,347089,6.975,S
858,3,1,male,3.0,0,0,1601,56.4958,S
859,3,0,female,18.0,0,0,365226,6.75,Q
860,3,1,female,26.0,0,0,STON/O2. 3101282,7.925,S
861,3,0,female,23.0,0,0,STON/O2. 3101290,7.925,S
862,3,1,female,22.0,0,0,7548,8.9625,S
863,3,0,male,28.0,0,0,349243,7.8958,S
864,3,0,female,28.0,0,0,347086,7.775,S
865,3,0,female,3.0,0,0,382649,7.75,Q
866,3,1,female,2.0,0,1,3101298,12.2875,S
867,3,1,female,22.0,1,1,3101298,12.2875,S
868,3,0,male,43.0,0,0,C 7075,6.45,S
869,3,0,male,28.0,0,0,C 4001,22.525,S
870,3,1,female,27.0,0,0,STON/O2. 3101283,7.925,S
871,3,0,male,3.0,0,0,370377,7.75,Q
872,3,1,female,3.0,0,0,A. 2. 39186,8.05,S
873,3,0,male,42.0,0,0,348121,7.65,S
874,3,1,male,3.0,0,0,3470,7.8875,S
875,3,0,male,30.0,0,0,2685,7.2292,C
876,3,0,male,3.0,0,0,349220,7.8958,S
877,3,0,female,27.0,1,0,STON/O2. 3101270,7.925,S
878,3,0,female,25.0,1,0,STON/O2. 3101271,7.925,S
879,3,0,male,3.0,0,0,349201,7.8958,S
880,3,1,male,29.0,0,0,349240,7.8958,C
881,3,1,male,21.0,0,0,350034,7.7958,S
882,3,0,male,3.0,0,0,SOTON/O.Q. 3101305,7.05,S
883,3,0,male,20.0,0,0,350050,7.8542,S
884,3,0,male,48.0,0,0,350047,7.8542,S
885,3,0,male,17.0,1,0,350048,7.0542,S
886,3,1,female,3.0,0,0,14313,7.75,Q
887,3,1,male,3.0,0,0,65306,8.1125,S
888,3,0,male,34.0,0,0,3101264,6.4958,S
889,3,1,male,26.0,0,0,347070,7.775,S
890,3,0,male,22.0,0,0,350052,7.7958,S
891,3,0,male,33.0,0,0,7540,8.6542,S
892,3,0,male,31.0,0,0,347063,7.775,S
893,3,0,male,29.0,0,0,347467,7.8542,S
894,3,1,male,4.0,1,1,347742,11.1333,S
895,3,1,female,1.0,1,1,347742,11.1333,S
896,3,0,male,49.0,0,0,LINE,0.0,S
897,3,0,male,33.0,0,0,347062,7.775,S
898,3,0,male,19.0,0,0,LINE,0.0,S
899,3,1,female,27.0,0,2,347742,11.1333,S
900,3,0,male,3.0,1,2,W./C. 6607,23.45,S
901,3,0,female,3.0,1,2,W./C. 6607,23.45,S
902,3,0,male,3.0,1,2,W./C. 6607,23.45,S
903,3,0,female,3.0,1,2,W./C. 6607,23.45,S
904,3,0,male,23.0,0,0,349204,7.8958,S
905,3,1,male,32.0,0,0,350417,7.8542,S
906,3,0,male,27.0,0,0,350408,7.8542,S
907,3,0,female,20.0,1,0,4136,9.825,S
908,3,0,female,21.0,1,0,4137,9.825,S
909,3,1,male,32.0,0,0,STON/O 2. 3101286,7.925,S
910,3,0,male,17.0,0,0,STON/O 2. 3101274,7.125,S
911,3,0,male,21.0,0,0,8475,8.4333,S
912,3,0,male,30.0,0,0,349246,7.8958,S
913,3,1,male,21.0,0,0,350053,7.7958,S
914,3,0,male,33.0,0,0,347465,7.8542,S
915,3,0,male,22.0,0,0,350060,7.5208,S
916,3,1,female,4.0,0,1,349256,13.4167,C
917,3,1,male,39.0,0,1,349256,13.4167,C
918,3,0,male,3.0,0,0,2700,7.2292,C
919,3,0,male,18.5,0,0,2682,7.2292,C
920,3,0,male,3.0,0,0,12460,7.75,Q
921,3,0,male,3.0,0,0,323592,7.25,S
922,3,1,female,3.0,0,0,9234,7.75,Q
923,3,1,female,3.0,0,0,14312,7.75,Q
924,3,0,male,34.5,0,0,330911,7.8292,Q
925,3,0,male,44.0,0,0,363592,8.05,S
926,3,1,male,3.0,0,0,368783,7.75,Q
927,3,0,male,3.0,1,0,2660,14.4542,C
928,3,0,female,3.0,1,0,2660,14.4542,C
929,3,0,male,3.0,1,0,367227,7.75,Q
930,3,0,male,3.0,1,0,367229,7.75,Q
931,3,0,male,3.0,0,0,36865,7.7375,Q
932,3,0,female,22.0,2,0,315152,8.6625,S
933,3,0,male,26.0,2,0,315151,8.6625,S
934,3,1,female,4.0,0,2,315153,22.025,S
935,3,1,male,29.0,3,1,315153,22.025,S
936,3,1,female,26.0,1,1,315153,22.025,S
937,3,0,female,1.0,1,1,350405,12.1833,S
938,3,0,male,18.0,1,1,350404,7.8542,S
939,3,0,female,36.0,0,2,350405,12.1833,S
940,3,0,male,3.0,0,0,349253,7.8958,C
941,3,1,male,25.0,0,0,2654,7.2292,C
942,3,0,male,3.0,0,0,2624,7.225,C
943,3,0,female,37.0,0,0,4135,9.5875,S
944,3,0,male,3.0,0,0,349217,7.8958,S
945,3,1,male,3.0,0,0,1601,56.4958,S
946,3,0,male,3.0,0,0,1601,56.4958,S
947,3,1,female,22.0,0,0,C 7077,7.25,S
948,3,0,male,3.0,0,0,7935,7.75,Q
949,3,1,male,26.0,0,0,1601,56.4958,S
950,3,0,male,29.0,0,0,7545,9.4833,S
951,3,0,male,29.0,0,0,347067,7.775,S
952,3,0,male,22.0,0,0,347065,7.775,S
953,3,1,male,22.0,0,0,2620,7.225,C
954,3,0,male,3.0,3,1,4133,25.4667,S
955,3,0,female,3.0,3,1,4133,25.4667,S
956,3,0,female,3.0,3,1,4133,25.4667,S
957,3,0,female,3.0,3,1,4133,25.4667,S
958,3,0,female,3.0,0,4,4133,25.4667,S
959,3,0,male,32.0,0,0,STON/O 2. 3101292,7.925,S
960,3,0,male,34.5,0,0,2683,6.4375,C
961,3,0,female,3.0,1,0,370371,15.5,Q
962,3,0,male,3.0,1,0,370371,15.5,Q
963,3,0,male,36.0,0,0,LINE,0.0,S
964,3,0,male,39.0,0,0,A/4 48871,24.15,S
965,3,0,male,24.0,0,0,345781,9.5,S
966,3,0,female,25.0,0,0,347071,7.775,S
967,3,0,female,45.0,0,0,347073,7.75,S
968,3,0,male,36.0,1,0,349910,15.55,S
969,3,0,female,30.0,1,0,349910,15.55,S
970,3,1,male,20.0,1,0,STON/O 2. 3101285,7.925,S
971,3,0,male,3.0,0,0,330971,7.8792,Q
972,3,0,male,28.0,0,0,1601,56.4958,S
973,3,0,male,3.0,0,0,S.O./P.P. 251,7.55,S
974,3,0,male,30.0,1,0,A/5. 3336,16.1,S
975,3,0,female,26.0,1,0,A/5. 3336,16.1,S
976,3,0,male,3.0,0,0,1222,7.8792,S
977,3,0,male,20.5,0,0,A/5 21173,7.25,S
978,3,1,male,27.0,0,0,315098,8.6625,S
979,3,0,male,51.0,0,0,347743,7.0542,S
980,3,1,female,23.0,0,0,347469,7.8542,S
981,3,1,male,32.0,0,0,350403,7.5792,S
982,3,0,male,3.0,0,0,349235,7.8958,S
983,3,0,male,3.0,0,0,C.A. 42795,7.55,S
984,3,1,female,3.0,0,0,370370,7.75,Q
985,3,1,male,24.0,0,0,C 17369,7.1417,S
986,3,0,male,22.0,0,0,STON/O 2. 3101275,7.125,S
987,3,0,female,3.0,0,0,330924,7.8792,Q
988,3,0,male,3.0,0,0,AQ/4 3130,7.75,Q
989,3,0,male,3.0,0,0,A/S 2816,8.05,S
990,3,0,male,29.0,0,0,STON/O 2. 3101268,7.925,S
991,3,1,male,3.0,0,0,2677,7.2292,C
992,3,0,female,30.5,0,0,364850,7.75,Q
993,3,1,female,3.0,0,0,36866,7.7375,Q
994,3,0,male,3.0,0,0,2655,7.2292,C
995,3,0,male,35.0,0,0,349213,7.8958,C
996,3,0,male,33.0,0,0,349257,7.8958,S
997,3,1,female,3.0,0,0,2649,7.225,C
998,3,0,male,3.0,0,0,349255,7.8958,C
999,3,1,female,3.0,0,0,383123,7.75,Q
1000,3,1,male,3.0,0,0,367228,7.75,Q
1001,3,1,female,3.0,2,0,367226,23.25,Q
1002,3,1,female,3.0,2,0,367226,23.25,Q
1003,3,1,male,3.0,2,0,367226,23.25,Q
1004,3,1,female,3.0,0,0,330932,7.7875,Q
1005,3,0,male,3.0,0,0,36568,15.5,Q
1006,3,1,female,3.0,0,0,330931,7.8792,Q
1007,3,1,female,15.0,0,0,330923,8.0292,Q
1008,3,0,female,35.0,0,0,9232,7.75,Q
1009,3,0,male,3.0,0,0,370372,7.75,Q
1010,3,0,male,24.0,1,0,376566,16.1,S
1011,3,0,female,19.0,1,0,376566,16.1,S
1012,3,0,female,3.0,0,0,370368,7.75,Q
1013,3,0,female,3.0,0,0,SOTON/O.Q. 392087,8.05,S
1014,3,0,female,3.0,0,0,343095,8.05,S
1015,3,0,male,55.5,0,0,A.5. 11206,8.05,S
1016,3,0,male,3.0,0,0,368703,7.75,Q
1017,3,1,male,21.0,0,0,345501,7.775,S
1018,3,0,male,3.0,0,0,359306,8.05,S
1019,3,0,male,24.0,0,0,349233,7.8958,S
1020,3,0,male,21.0,0,0,349211,7.8958,S
1021,3,0,male,28.0,0,0,349207,7.8958,S
1022,3,0,male,3.0,0,0,349221,7.8958,S
1023,3,1,female,3.0,0,0,330980,7.8792,Q
1024,3,0,male,25.0,0,0,348123,7.65,S
1025,3,1,male,6.0,0,1,392096,12.475,S
1026,3,1,female,27.0,0,1,392096,12.475,S
1027,3,0,male,3.0,0,0,A4. 54510,8.05,S
1028,3,1,female,3.0,1,0,371110,24.15,Q
1029,3,0,male,3.0,1,0,371110,24.15,Q
1030,3,0,male,3.0,0,0,330877,8.4583,Q
1031,3,0,male,34.0,0,0,364506,8.05,S
1032,3,0,male,3.0,0,0,372622,7.75,Q
1033,3,1,male,3.0,0,0,312991,7.775,S
1034,3,1,male,3.0,1,1,2661,15.2458,C
